scheme,n,k,Q,max_abs_err,max_rel_err,payout_type,distribution
gauss,4,4,4,1.025252e+01,4.101007e+00,V1,uniform
gauss,4,4,4,3.858676e+00,3.858676e+00,V2,uniform
tanh_sinh,4,4,4,1.484939e+00,5.939757e-01,V1,uniform
tanh_sinh,4,4,4,2.452958e-01,2.452958e-01,V2,uniform
gauss,4,4,8,1.090974e+00,4.363894e-01,V1,uniform
gauss,4,4,8,6.246812e-03,6.246812e-03,V2,uniform
tanh_sinh,4,4,8,2.426503e+00,9.706013e-01,V1,uniform
tanh_sinh,4,4,8,9.994274e-01,9.994274e-01,V2,uniform
gauss,4,4,16,3.298055e-01,1.319222e-01,V1,uniform
gauss,4,4,16,1.608207e-01,1.608207e-01,V2,uniform
tanh_sinh,4,4,16,1.561645e-01,6.246582e-02,V1,uniform
tanh_sinh,4,4,16,6.557466e-01,6.557466e-01,V2,uniform
gauss,4,4,32,1.290163e-03,5.160654e-04,V1,uniform
gauss,4,4,32,4.310289e-03,4.310289e-03,V2,uniform
tanh_sinh,4,4,32,5.723697e-02,2.289479e-02,V1,uniform
tanh_sinh,4,4,32,8.499221e-04,8.499221e-04,V2,uniform
gauss,4,4,64,7.710639e-08,3.084255e-08,V1,uniform
gauss,4,4,64,3.044002e-07,3.044002e-07,V2,uniform
tanh_sinh,4,4,64,7.957093e-05,3.182837e-05,V1,uniform
tanh_sinh,4,4,64,1.464074e-04,1.464074e-04,V2,uniform
gauss,4,4,128,1.698641e-12,6.794565e-13,V1,uniform
gauss,4,4,128,1.273093e-12,1.273093e-12,V2,uniform
tanh_sinh,4,4,128,3.774758e-12,1.509903e-12,V1,uniform
tanh_sinh,4,4,128,1.480438e-11,1.480438e-11,V2,uniform
gauss,4,4,256,2.216449e-12,8.865797e-13,V1,uniform
gauss,4,4,256,1.662892e-12,1.662892e-12,V2,uniform
tanh_sinh,4,4,256,4.707346e-14,1.882938e-14,V1,uniform
tanh_sinh,4,4,256,3.463896e-14,3.463896e-14,V2,uniform
gauss,4,4,512,2.514433e-12,1.005773e-12,V1,uniform
gauss,4,4,512,1.885048e-12,1.885048e-12,V2,uniform
tanh_sinh,4,4,512,2.930989e-14,1.172396e-14,V1,uniform
tanh_sinh,4,4,512,2.220446e-14,2.220446e-14,V2,uniform
gauss,4,4,1024,2.671197e-12,1.068479e-12,V1,uniform
gauss,4,4,1024,2.003064e-12,2.003064e-12,V2,uniform
tanh_sinh,4,4,1024,3.064216e-14,1.225686e-14,V1,uniform
tanh_sinh,4,4,1024,2.520206e-14,2.520206e-14,V2,uniform
gauss,6,6,4,1.470018e+01,4.200051e+00,V1,uniform
gauss,6,6,4,1.286225e+01,3.858676e+00,V2,uniform
tanh_sinh,6,6,4,1.978293e+00,5.652265e-01,V1,uniform
tanh_sinh,6,6,4,8.176526e-01,2.452958e-01,V2,uniform
gauss,6,6,8,1.395206e+00,3.986304e-01,V1,uniform
gauss,6,6,8,2.082271e-02,6.246812e-03,V2,uniform
tanh_sinh,6,6,8,3.425861e+00,9.788173e-01,V1,uniform
tanh_sinh,6,6,8,3.331425e+00,9.994274e-01,V2,uniform
gauss,6,6,16,5.475389e-01,1.564397e-01,V1,uniform
gauss,6,6,16,5.360689e-01,1.608207e-01,V2,uniform
tanh_sinh,6,6,16,4.805800e-01,1.373086e-01,V1,uniform
tanh_sinh,6,6,16,2.185822e+00,6.557466e-01,V2,uniform
gauss,6,6,32,1.935246e-03,5.529274e-04,V1,uniform
gauss,6,6,32,1.436763e-02,4.310289e-03,V2,uniform
tanh_sinh,6,6,32,1.029525e-01,2.941500e-02,V1,uniform
tanh_sinh,6,6,32,2.833074e-03,8.499221e-04,V2,uniform
gauss,6,6,64,1.251876e-07,3.576790e-08,V1,uniform
gauss,6,6,64,1.014667e-06,3.044002e-07,V2,uniform
tanh_sinh,6,6,64,1.312329e-04,3.749513e-05,V1,uniform
tanh_sinh,6,6,64,4.880245e-04,1.464074e-04,V2,uniform
gauss,6,6,128,2.546408e-12,7.275450e-13,V1,uniform
gauss,6,6,128,4.242828e-12,1.272848e-12,V2,uniform
tanh_sinh,6,6,128,6.283418e-12,1.795262e-12,V1,uniform
tanh_sinh,6,6,128,4.934853e-11,1.480456e-11,V2,uniform
gauss,6,6,256,3.327116e-12,9.506047e-13,V1,uniform
gauss,6,6,256,5.543122e-12,1.662936e-12,V2,uniform
tanh_sinh,6,6,256,7.149836e-14,2.042810e-14,V1,uniform
tanh_sinh,6,6,256,1.181277e-13,3.543832e-14,V2,uniform
gauss,6,6,512,3.772094e-12,1.077741e-12,V1,uniform
gauss,6,6,512,6.284750e-12,1.885425e-12,V2,uniform
tanh_sinh,6,6,512,4.396483e-14,1.256138e-14,V1,uniform
tanh_sinh,6,6,512,7.638334e-14,2.291500e-14,V2,uniform
gauss,6,6,1024,4.008349e-12,1.145243e-12,V1,uniform
gauss,6,6,1024,6.674217e-12,2.002265e-12,V2,uniform
tanh_sinh,6,6,1024,5.240253e-14,1.497215e-14,V1,uniform
tanh_sinh,6,6,1024,8.393286e-14,2.517986e-14,V2,uniform
gauss,8,8,4,1.914784e+01,4.255075e+00,V1,uniform
gauss,8,8,4,2.701073e+01,3.858676e+00,V2,uniform
tanh_sinh,8,8,4,2.471646e+00,5.492547e-01,V1,uniform
tanh_sinh,8,8,4,1.717071e+00,2.452958e-01,V2,uniform
gauss,8,8,8,1.699439e+00,3.776531e-01,V1,uniform
gauss,8,8,8,4.372768e-02,6.246812e-03,V2,uniform
tanh_sinh,8,8,8,4.425218e+00,9.833818e-01,V1,uniform
tanh_sinh,8,8,8,6.995992e+00,9.994274e-01,V2,uniform
gauss,8,8,16,7.652724e-01,1.700605e-01,V1,uniform
gauss,8,8,16,1.125745e+00,1.608207e-01,V2,uniform
tanh_sinh,8,8,16,8.049954e-01,1.788879e-01,V1,uniform
tanh_sinh,8,8,16,4.590226e+00,6.557466e-01,V2,uniform
gauss,8,8,32,2.580328e-03,5.734062e-04,V1,uniform
gauss,8,8,32,3.017203e-02,4.310289e-03,V2,uniform
tanh_sinh,8,8,32,1.486680e-01,3.303734e-02,V1,uniform
tanh_sinh,8,8,32,5.949455e-03,8.499221e-04,V2,uniform
gauss,8,8,64,1.732689e-07,3.850420e-08,V1,uniform
gauss,8,8,64,2.130801e-06,3.044002e-07,V2,uniform
tanh_sinh,8,8,64,1.828950e-04,4.064333e-05,V1,uniform
tanh_sinh,8,8,64,1.024852e-03,1.464074e-04,V2,uniform
gauss,8,8,128,3.394618e-12,7.543595e-13,V1,uniform
gauss,8,8,128,8.911094e-12,1.273013e-12,V2,uniform
tanh_sinh,8,8,128,8.792078e-12,1.953795e-12,V1,uniform
tanh_sinh,8,8,128,1.036327e-10,1.480467e-11,V2,uniform
gauss,8,8,256,4.435563e-12,9.856807e-13,V1,uniform
gauss,8,8,256,1.163691e-11,1.662416e-12,V2,uniform
tanh_sinh,8,8,256,9.414691e-14,2.092154e-14,V1,uniform
tanh_sinh,8,8,256,2.433609e-13,3.476584e-14,V2,uniform
gauss,8,8,512,5.027090e-12,1.117131e-12,V1,uniform
gauss,8,8,512,1.319833e-11,1.885476e-12,V2,uniform
tanh_sinh,8,8,512,5.950795e-14,1.322399e-14,V1,uniform
tanh_sinh,8,8,512,1.563194e-13,2.233134e-14,V2,uniform
gauss,8,8,1024,5.345946e-12,1.187988e-12,V1,uniform
gauss,8,8,1024,1.402434e-11,2.003477e-12,V2,uniform
tanh_sinh,8,8,1024,6.572520e-14,1.460560e-14,V1,uniform
tanh_sinh,8,8,1024,1.687539e-13,2.410770e-14,V2,uniform
gauss,10,10,4,2.359549e+01,4.290090e+00,V1,uniform
gauss,10,10,4,4.630411e+01,3.858676e+00,V2,uniform
tanh_sinh,10,10,4,2.964999e+00,5.390908e-01,V1,uniform
tanh_sinh,10,10,4,2.943550e+00,2.452958e-01,V2,uniform
gauss,10,10,8,2.003672e+00,3.643040e-01,V1,uniform
gauss,10,10,8,7.496174e-02,6.246812e-03,V2,uniform
tanh_sinh,10,10,8,5.424575e+00,9.862864e-01,V1,uniform
tanh_sinh,10,10,8,1.199313e+01,9.994274e-01,V2,uniform
gauss,10,10,16,9.830058e-01,1.787283e-01,V1,uniform
gauss,10,10,16,1.929848e+00,1.608207e-01,V2,uniform
tanh_sinh,10,10,16,1.129411e+00,2.053474e-01,V1,uniform
tanh_sinh,10,10,16,7.868959e+00,6.557466e-01,V2,uniform
gauss,10,10,32,3.225410e-03,5.864383e-04,V1,uniform
gauss,10,10,32,5.172347e-02,4.310289e-03,V2,uniform
tanh_sinh,10,10,32,1.943836e-01,3.534247e-02,V1,uniform
tanh_sinh,10,10,32,1.019907e-02,8.499221e-04,V2,uniform
gauss,10,10,64,2.213501e-07,4.024548e-08,V1,uniform
gauss,10,10,64,3.652802e-06,3.044002e-07,V2,uniform
tanh_sinh,10,10,64,2.345570e-04,4.264672e-05,V1,uniform
tanh_sinh,10,10,64,1.756888e-03,1.464074e-04,V2,uniform
gauss,10,10,128,4.245493e-12,7.719078e-13,V1,uniform
gauss,10,10,128,1.528555e-11,1.273796e-12,V2,uniform
tanh_sinh,10,10,128,1.130118e-11,2.054760e-12,V1,uniform
tanh_sinh,10,10,128,1.776499e-10,1.480416e-11,V2,uniform
gauss,10,10,256,5.544010e-12,1.008002e-12,V1,uniform
gauss,10,10,256,1.995915e-11,1.663262e-12,V2,uniform
tanh_sinh,10,10,256,1.199041e-13,2.180074e-14,V1,uniform
tanh_sinh,10,10,256,4.298784e-13,3.582320e-14,V2,uniform
gauss,10,10,512,6.288303e-12,1.143328e-12,V1,uniform
gauss,10,10,512,2.262368e-11,1.885307e-12,V2,uniform
tanh_sinh,10,10,512,7.815970e-14,1.421085e-14,V1,uniform
tanh_sinh,10,10,512,2.753353e-13,2.294461e-14,V2,uniform
gauss,10,10,1024,6.674661e-12,1.213575e-12,V1,uniform
gauss,10,10,1024,2.405010e-11,2.004175e-12,V2,uniform
tanh_sinh,10,10,1024,8.704149e-14,1.582572e-14,V1,uniform
tanh_sinh,10,10,1024,3.019807e-13,2.516506e-14,V2,uniform
gauss,12,12,4,2.804315e+01,4.314331e+00,V1,uniform
gauss,12,12,4,7.074240e+01,3.858676e+00,V2,uniform
tanh_sinh,12,12,4,3.458353e+00,5.320543e-01,V1,uniform
tanh_sinh,12,12,4,4.497090e+00,2.452958e-01,V2,uniform
gauss,12,12,8,2.307904e+00,3.550622e-01,V1,uniform
gauss,12,12,8,1.145249e-01,6.246812e-03,V2,uniform
tanh_sinh,12,12,8,6.423933e+00,9.882973e-01,V1,uniform
tanh_sinh,12,12,8,1.832284e+01,9.994274e-01,V2,uniform
gauss,12,12,16,1.200739e+00,1.847291e-01,V1,uniform
gauss,12,12,16,2.948379e+00,1.608207e-01,V2,uniform
tanh_sinh,12,12,16,1.453826e+00,2.236656e-01,V1,uniform
tanh_sinh,12,12,16,1.202202e+01,6.557466e-01,V2,uniform
gauss,12,12,32,3.870493e-03,5.954604e-04,V1,uniform
gauss,12,12,32,7.902197e-02,4.310289e-03,V2,uniform
tanh_sinh,12,12,32,2.400991e-01,3.693833e-02,V1,uniform
tanh_sinh,12,12,32,1.558191e-02,8.499221e-04,V2,uniform
gauss,12,12,64,2.694314e-07,4.145098e-08,V1,uniform
gauss,12,12,64,5.580670e-06,3.044002e-07,V2,uniform
tanh_sinh,12,12,64,2.862190e-04,4.403369e-05,V1,uniform
tanh_sinh,12,12,64,2.684135e-03,1.464074e-04,V2,uniform
gauss,12,12,128,5.093703e-12,7.836467e-13,V1,uniform
gauss,12,12,128,2.334488e-11,1.273357e-12,V2,uniform
tanh_sinh,12,12,128,1.380851e-11,2.124386e-12,V1,uniform
tanh_sinh,12,12,128,2.714167e-10,1.480455e-11,V2,uniform
gauss,12,12,256,6.652456e-12,1.023455e-12,V1,uniform
gauss,12,12,256,3.046807e-11,1.661895e-12,V2,uniform
tanh_sinh,12,12,256,1.429967e-13,2.199950e-14,V1,uniform
tanh_sinh,12,12,256,6.501466e-13,3.546254e-14,V2,uniform
gauss,12,12,512,7.542411e-12,1.160371e-12,V1,uniform
gauss,12,12,512,3.456790e-11,1.885522e-12,V2,uniform
tanh_sinh,12,12,512,9.148238e-14,1.407421e-14,V1,uniform
tanh_sinh,12,12,512,4.121148e-13,2.247899e-14,V2,uniform
gauss,12,12,1024,8.000711e-12,1.230879e-12,V1,uniform
gauss,12,12,1024,3.668887e-11,2.001211e-12,V2,uniform
tanh_sinh,12,12,1024,1.039169e-13,1.598721e-14,V1,uniform
tanh_sinh,12,12,1024,4.867218e-13,2.654846e-14,V2,uniform
gauss,14,14,4,3.249081e+01,4.332108e+00,V1,uniform
gauss,14,14,4,1.003256e+02,3.858676e+00,V2,uniform
tanh_sinh,14,14,4,3.951706e+00,5.268942e-01,V1,uniform
tanh_sinh,14,14,4,6.377691e+00,2.452958e-01,V2,uniform
gauss,14,14,8,2.612137e+00,3.482850e-01,V1,uniform
gauss,14,14,8,1.624171e-01,6.246812e-03,V2,uniform
tanh_sinh,14,14,8,7.423290e+00,9.897720e-01,V1,uniform
tanh_sinh,14,14,8,2.598511e+01,9.994274e-01,V2,uniform
gauss,14,14,16,1.418473e+00,1.891297e-01,V1,uniform
gauss,14,14,16,4.181338e+00,1.608207e-01,V2,uniform
tanh_sinh,14,14,16,1.778242e+00,2.370989e-01,V1,uniform
tanh_sinh,14,14,16,1.704941e+01,6.557466e-01,V2,uniform
gauss,14,14,32,4.515575e-03,6.020767e-04,V1,uniform
gauss,14,14,32,1.120675e-01,4.310289e-03,V2,uniform
tanh_sinh,14,14,32,2.858147e-01,3.810862e-02,V1,uniform
tanh_sinh,14,14,32,2.209798e-02,8.499221e-04,V2,uniform
gauss,14,14,64,3.175126e-07,4.233502e-08,V1,uniform
gauss,14,14,64,7.914405e-06,3.044002e-07,V2,uniform
tanh_sinh,14,14,64,3.378810e-04,4.505080e-05,V1,uniform
tanh_sinh,14,14,64,3.806591e-03,1.464074e-04,V2,uniform
gauss,14,14,128,5.940137e-12,7.920183e-13,V1,uniform
gauss,14,14,128,3.307576e-11,1.272145e-12,V2,uniform
tanh_sinh,14,14,128,1.631673e-11,2.175563e-12,V1,uniform
tanh_sinh,14,14,128,3.849365e-10,1.480525e-11,V2,uniform
gauss,14,14,256,7.764456e-12,1.035261e-12,V1,uniform
gauss,14,14,256,4.320455e-11,1.661714e-12,V2,uniform
tanh_sinh,14,14,256,1.669775e-13,2.226367e-14,V1,uniform
tanh_sinh,14,14,256,8.810730e-13,3.388742e-14,V2,uniform
gauss,14,14,512,8.801848e-12,1.173580e-12,V1,uniform
gauss,14,14,512,4.899192e-11,1.884305e-12,V2,uniform
tanh_sinh,14,14,512,1.048051e-13,1.397401e-14,V1,uniform
tanh_sinh,14,14,512,5.506706e-13,2.117964e-14,V2,uniform
gauss,14,14,1024,9.354295e-12,1.247239e-12,V1,uniform
gauss,14,14,1024,5.204726e-11,2.001818e-12,V2,uniform
tanh_sinh,14,14,1024,1.199041e-13,1.598721e-14,V1,uniform
tanh_sinh,14,14,1024,6.679102e-13,2.568885e-14,V2,uniform
gauss,16,16,4,3.693847e+01,4.345703e+00,V1,uniform
gauss,16,16,4,1.350537e+02,3.858676e+00,V2,uniform
tanh_sinh,16,16,4,4.445060e+00,5.229482e-01,V1,uniform
tanh_sinh,16,16,4,8.585353e+00,2.452958e-01,V2,uniform
gauss,16,16,8,2.916370e+00,3.431023e-01,V1,uniform
gauss,16,16,8,2.186384e-01,6.246812e-03,V2,uniform
tanh_sinh,16,16,8,8.422647e+00,9.908997e-01,V1,uniform
tanh_sinh,16,16,8,3.497996e+01,9.994274e-01,V2,uniform
gauss,16,16,16,1.636206e+00,1.924948e-01,V1,uniform
gauss,16,16,16,5.628724e+00,1.608207e-01,V2,uniform
tanh_sinh,16,16,16,2.102657e+00,2.473714e-01,V1,uniform
tanh_sinh,16,16,16,2.295113e+01,6.557466e-01,V2,uniform
