scheme,n,k,Q,max_abs_err,max_rel_err,payout_type,distribution
gauss,4,4,4,1.025252e+01,4.101007e+00,V1,uniform
gauss,4,4,4,3.858676e+00,3.858676e+00,V2,uniform
tanh_sinh,4,4,4,1.484939e+00,5.939757e-01,V1,uniform
tanh_sinh,4,4,4,2.452958e-01,2.452958e-01,V2,uniform
gauss,4,4,8,1.090974e+00,4.363894e-01,V1,uniform
gauss,4,4,8,6.246812e-03,6.246812e-03,V2,uniform
tanh_sinh,4,4,8,2.426503e+00,9.706013e-01,V1,uniform
tanh_sinh,4,4,8,9.994274e-01,9.994274e-01,V2,uniform
gauss,4,4,16,3.298055e-01,1.319222e-01,V1,uniform
gauss,4,4,16,1.608207e-01,1.608207e-01,V2,uniform
tanh_sinh,4,4,16,1.561645e-01,6.246582e-02,V1,uniform
tanh_sinh,4,4,16,6.557466e-01,6.557466e-01,V2,uniform
gauss,4,4,32,1.290163e-03,5.160654e-04,V1,uniform
gauss,4,4,32,4.310289e-03,4.310289e-03,V2,uniform
tanh_sinh,4,4,32,5.723697e-02,2.289479e-02,V1,uniform
tanh_sinh,4,4,32,8.499221e-04,8.499221e-04,V2,uniform
gauss,4,4,64,7.710639e-08,3.084255e-08,V1,uniform
gauss,4,4,64,3.044002e-07,3.044002e-07,V2,uniform
tanh_sinh,4,4,64,7.957093e-05,3.182837e-05,V1,uniform
tanh_sinh,4,4,64,1.464074e-04,1.464074e-04,V2,uniform
gauss,4,4,128,1.698641e-12,6.794565e-13,V1,uniform
gauss,4,4,128,1.272982e-12,1.272982e-12,V2,uniform
tanh_sinh,4,4,128,3.774758e-12,1.509903e-12,V1,uniform
tanh_sinh,4,4,128,1.480416e-11,1.480416e-11,V2,uniform
gauss,4,4,256,2.216449e-12,8.865797e-13,V1,uniform
gauss,4,4,256,1.662781e-12,1.662781e-12,V2,uniform
tanh_sinh,4,4,256,4.618528e-14,1.847411e-14,V1,uniform
tanh_sinh,4,4,256,3.319567e-14,3.319567e-14,V2,uniform
gauss,4,4,512,2.514433e-12,1.005773e-12,V1,uniform
gauss,4,4,512,1.885048e-12,1.885048e-12,V2,uniform
tanh_sinh,4,4,512,2.842171e-14,1.136868e-14,V1,uniform
tanh_sinh,4,4,512,2.187139e-14,2.187139e-14,V2,uniform
gauss,4,4,1024,2.671197e-12,1.068479e-12,V1,uniform
gauss,4,4,1024,2.002953e-12,2.002953e-12,V2,uniform
tanh_sinh,4,4,1024,3.064216e-14,1.225686e-14,V1,uniform
tanh_sinh,4,4,1024,2.520206e-14,2.520206e-14,V2,uniform
gauss,6,6,4,1.470018e+01,4.200051e+00,V1,uniform
gauss,6,6,4,1.286225e+01,3.858676e+00,V2,uniform
tanh_sinh,6,6,4,1.978293e+00,5.652265e-01,V1,uniform
tanh_sinh,6,6,4,8.176526e-01,2.452958e-01,V2,uniform
gauss,6,6,8,1.395206e+00,3.986304e-01,V1,uniform
gauss,6,6,8,2.082271e-02,6.246812e-03,V2,uniform
tanh_sinh,6,6,8,3.425861e+00,9.788173e-01,V1,uniform
tanh_sinh,6,6,8,3.331425e+00,9.994274e-01,V2,uniform
gauss,6,6,16,5.475389e-01,1.564397e-01,V1,uniform
gauss,6,6,16,5.360689e-01,1.608207e-01,V2,uniform
tanh_sinh,6,6,16,4.805800e-01,1.373086e-01,V1,uniform
tanh_sinh,6,6,16,2.185822e+00,6.557466e-01,V2,uniform
gauss,6,6,32,1.935246e-03,5.529274e-04,V1,uniform
gauss,6,6,32,1.436763e-02,4.310289e-03,V2,uniform
tanh_sinh,6,6,32,1.029525e-01,2.941500e-02,V1,uniform
tanh_sinh,6,6,32,2.833074e-03,8.499221e-04,V2,uniform
gauss,6,6,64,1.251876e-07,3.576790e-08,V1,uniform
gauss,6,6,64,1.014667e-06,3.044002e-07,V2,uniform
tanh_sinh,6,6,64,1.312329e-04,3.749513e-05,V1,uniform
tanh_sinh,6,6,64,4.880245e-04,1.464074e-04,V2,uniform
gauss,6,6,128,2.545963e-12,7.274181e-13,V1,uniform
gauss,6,6,128,4.242828e-12,1.272848e-12,V2,uniform
tanh_sinh,6,6,128,6.283418e-12,1.795262e-12,V1,uniform
tanh_sinh,6,6,128,4.934808e-11,1.480442e-11,V2,uniform
gauss,6,6,256,3.326672e-12,9.504778e-13,V1,uniform
gauss,6,6,256,5.543122e-12,1.662936e-12,V2,uniform
tanh_sinh,6,6,256,6.972201e-14,1.992057e-14,V1,uniform
tanh_sinh,6,6,256,1.127987e-13,3.383960e-14,V2,uniform
gauss,6,6,512,3.771650e-12,1.077614e-12,V1,uniform
gauss,6,6,512,6.284306e-12,1.885292e-12,V2,uniform
tanh_sinh,6,6,512,4.263256e-14,1.218073e-14,V1,uniform
tanh_sinh,6,6,512,7.549517e-14,2.264855e-14,V2,uniform
gauss,6,6,1024,4.007905e-12,1.145116e-12,V1,uniform
gauss,6,6,1024,6.673773e-12,2.002132e-12,V2,uniform
tanh_sinh,6,6,1024,5.151435e-14,1.471839e-14,V1,uniform
tanh_sinh,6,6,1024,8.348877e-14,2.504663e-14,V2,uniform
gauss,8,8,4,1.914784e+01,4.255075e+00,V1,uniform
gauss,8,8,4,2.701073e+01,3.858676e+00,V2,uniform
tanh_sinh,8,8,4,2.471646e+00,5.492547e-01,V1,uniform
tanh_sinh,8,8,4,1.717071e+00,2.452958e-01,V2,uniform
gauss,8,8,8,1.699439e+00,3.776531e-01,V1,uniform
gauss,8,8,8,4.372768e-02,6.246812e-03,V2,uniform
tanh_sinh,8,8,8,4.425218e+00,9.833818e-01,V1,uniform
tanh_sinh,8,8,8,6.995992e+00,9.994274e-01,V2,uniform
gauss,8,8,16,7.652724e-01,1.700605e-01,V1,uniform
gauss,8,8,16,1.125745e+00,1.608207e-01,V2,uniform
tanh_sinh,8,8,16,8.049954e-01,1.788879e-01,V1,uniform
tanh_sinh,8,8,16,4.590226e+00,6.557466e-01,V2,uniform
gauss,8,8,32,2.580328e-03,5.734062e-04,V1,uniform
gauss,8,8,32,3.017203e-02,4.310289e-03,V2,uniform
tanh_sinh,8,8,32,1.486680e-01,3.303734e-02,V1,uniform
tanh_sinh,8,8,32,5.949455e-03,8.499221e-04,V2,uniform
gauss,8,8,64,1.732689e-07,3.850420e-08,V1,uniform
gauss,8,8,64,2.130801e-06,3.044002e-07,V2,uniform
tanh_sinh,8,8,64,1.828950e-04,4.064333e-05,V1,uniform
tanh_sinh,8,8,64,1.024852e-03,1.464074e-04,V2,uniform
gauss,8,8,128,3.394618e-12,7.543595e-13,V1,uniform
gauss,8,8,128,8.910206e-12,1.272887e-12,V2,uniform
tanh_sinh,8,8,128,8.792078e-12,1.953795e-12,V1,uniform
tanh_sinh,8,8,128,1.036327e-10,1.480467e-11,V2,uniform
gauss,8,8,256,4.435563e-12,9.856807e-13,V1,uniform
gauss,8,8,256,1.163691e-11,1.662416e-12,V2,uniform
tanh_sinh,8,8,256,9.059420e-14,2.013204e-14,V1,uniform
tanh_sinh,8,8,256,2.327027e-13,3.324325e-14,V2,uniform
gauss,8,8,512,5.027090e-12,1.117131e-12,V1,uniform
gauss,8,8,512,1.319833e-11,1.885476e-12,V2,uniform
tanh_sinh,8,8,512,5.684342e-14,1.263187e-14,V1,uniform
tanh_sinh,8,8,512,1.545430e-13,2.207758e-14,V2,uniform
gauss,8,8,1024,5.345946e-12,1.187988e-12,V1,uniform
gauss,8,8,1024,1.402434e-11,2.003477e-12,V2,uniform
tanh_sinh,8,8,1024,6.572520e-14,1.460560e-14,V1,uniform
tanh_sinh,8,8,1024,1.687539e-13,2.410770e-14,V2,uniform
gauss,10,10,4,2.359549e+01,4.290090e+00,V1,uniform
gauss,10,10,4,4.630411e+01,3.858676e+00,V2,uniform
tanh_sinh,10,10,4,2.964999e+00,5.390908e-01,V1,uniform
tanh_sinh,10,10,4,2.943550e+00,2.452958e-01,V2,uniform
gauss,10,10,8,2.003672e+00,3.643040e-01,V1,uniform
gauss,10,10,8,7.496174e-02,6.246812e-03,V2,uniform
tanh_sinh,10,10,8,5.424575e+00,9.862864e-01,V1,uniform
tanh_sinh,10,10,8,1.199313e+01,9.994274e-01,V2,uniform
gauss,10,10,16,9.830058e-01,1.787283e-01,V1,uniform
gauss,10,10,16,1.929848e+00,1.608207e-01,V2,uniform
tanh_sinh,10,10,16,1.129411e+00,2.053474e-01,V1,uniform
tanh_sinh,10,10,16,7.868959e+00,6.557466e-01,V2,uniform
gauss,10,10,32,3.225410e-03,5.864383e-04,V1,uniform
gauss,10,10,32,5.172347e-02,4.310289e-03,V2,uniform
tanh_sinh,10,10,32,1.943836e-01,3.534247e-02,V1,uniform
tanh_sinh,10,10,32,1.019907e-02,8.499221e-04,V2,uniform
gauss,10,10,64,2.213501e-07,4.024548e-08,V1,uniform
gauss,10,10,64,3.652802e-06,3.044002e-07,V2,uniform
tanh_sinh,10,10,64,2.345570e-04,4.264672e-05,V1,uniform
tanh_sinh,10,10,64,1.756888e-03,1.464074e-04,V2,uniform
gauss,10,10,128,4.246381e-12,7.720693e-13,V1,uniform
gauss,10,10,128,1.528377e-11,1.273648e-12,V2,uniform
tanh_sinh,10,10,128,1.130029e-11,2.054599e-12,V1,uniform
tanh_sinh,10,10,128,1.776499e-10,1.480416e-11,V2,uniform
gauss,10,10,256,5.544010e-12,1.008002e-12,V1,uniform
gauss,10,10,256,1.995737e-11,1.663114e-12,V2,uniform
tanh_sinh,10,10,256,1.172396e-13,2.131628e-14,V1,uniform
tanh_sinh,10,10,256,4.121148e-13,3.434290e-14,V2,uniform
gauss,10,10,512,6.288303e-12,1.143328e-12,V1,uniform
gauss,10,10,512,2.262546e-11,1.885455e-12,V2,uniform
tanh_sinh,10,10,512,7.371881e-14,1.340342e-14,V1,uniform
tanh_sinh,10,10,512,2.700062e-13,2.250052e-14,V2,uniform
gauss,10,10,1024,6.673773e-12,1.213413e-12,V1,uniform
gauss,10,10,1024,2.404832e-11,2.004027e-12,V2,uniform
tanh_sinh,10,10,1024,8.615331e-14,1.566424e-14,V1,uniform
tanh_sinh,10,10,1024,3.002043e-13,2.501703e-14,V2,uniform
gauss,12,12,4,2.804315e+01,4.314331e+00,V1,uniform
gauss,12,12,4,7.074240e+01,3.858676e+00,V2,uniform
tanh_sinh,12,12,4,3.458353e+00,5.320543e-01,V1,uniform
tanh_sinh,12,12,4,4.497090e+00,2.452958e-01,V2,uniform
gauss,12,12,8,2.307904e+00,3.550622e-01,V1,uniform
gauss,12,12,8,1.145249e-01,6.246812e-03,V2,uniform
tanh_sinh,12,12,8,6.423933e+00,9.882973e-01,V1,uniform
tanh_sinh,12,12,8,1.832284e+01,9.994274e-01,V2,uniform
gauss,12,12,16,1.200739e+00,1.847291e-01,V1,uniform
gauss,12,12,16,2.948379e+00,1.608207e-01,V2,uniform
tanh_sinh,12,12,16,1.453826e+00,2.236656e-01,V1,uniform
tanh_sinh,12,12,16,1.202202e+01,6.557466e-01,V2,uniform
gauss,12,12,32,3.870493e-03,5.954604e-04,V1,uniform
gauss,12,12,32,7.902197e-02,4.310289e-03,V2,uniform
tanh_sinh,12,12,32,2.400991e-01,3.693833e-02,V1,uniform
tanh_sinh,12,12,32,1.558191e-02,8.499221e-04,V2,uniform
gauss,12,12,64,2.694314e-07,4.145098e-08,V1,uniform
gauss,12,12,64,5.580670e-06,3.044002e-07,V2,uniform
tanh_sinh,12,12,64,2.862190e-04,4.403369e-05,V1,uniform
tanh_sinh,12,12,64,2.684135e-03,1.464074e-04,V2,uniform
gauss,12,12,128,5.093703e-12,7.836467e-13,V1,uniform
gauss,12,12,128,2.334133e-11,1.273163e-12,V2,uniform
tanh_sinh,12,12,128,1.380762e-11,2.124249e-12,V1,uniform
tanh_sinh,12,12,128,2.714167e-10,1.480455e-11,V2,uniform
gauss,12,12,256,6.652456e-12,1.023455e-12,V1,uniform
gauss,12,12,256,3.046807e-11,1.661895e-12,V2,uniform
tanh_sinh,12,12,256,1.394440e-13,2.145292e-14,V1,uniform
tanh_sinh,12,12,256,6.252776e-13,3.410605e-14,V2,uniform
gauss,12,12,512,7.542411e-12,1.160371e-12,V1,uniform
gauss,12,12,512,3.456790e-11,1.885522e-12,V2,uniform
tanh_sinh,12,12,512,8.704149e-14,1.339100e-14,V1,uniform
tanh_sinh,12,12,512,4.085621e-13,2.228520e-14,V2,uniform
gauss,12,12,1024,8.000711e-12,1.230879e-12,V1,uniform
gauss,12,12,1024,3.668887e-11,2.001211e-12,V2,uniform
tanh_sinh,12,12,1024,1.039169e-13,1.598721e-14,V1,uniform
tanh_sinh,12,12,1024,4.831691e-13,2.635468e-14,V2,uniform
gauss,14,14,4,3.249081e+01,4.332108e+00,V1,uniform
gauss,14,14,4,1.003256e+02,3.858676e+00,V2,uniform
tanh_sinh,14,14,4,3.951706e+00,5.268942e-01,V1,uniform
tanh_sinh,14,14,4,6.377691e+00,2.452958e-01,V2,uniform
gauss,14,14,8,2.612137e+00,3.482850e-01,V1,uniform
gauss,14,14,8,1.624171e-01,6.246812e-03,V2,uniform
tanh_sinh,14,14,8,7.423290e+00,9.897720e-01,V1,uniform
tanh_sinh,14,14,8,2.598511e+01,9.994274e-01,V2,uniform
gauss,14,14,16,1.418473e+00,1.891297e-01,V1,uniform
gauss,14,14,16,4.181338e+00,1.608207e-01,V2,uniform
tanh_sinh,14,14,16,1.778242e+00,2.370989e-01,V1,uniform
tanh_sinh,14,14,16,1.704941e+01,6.557466e-01,V2,uniform
gauss,14,14,32,4.515575e-03,6.020767e-04,V1,uniform
gauss,14,14,32,1.120675e-01,4.310289e-03,V2,uniform
tanh_sinh,14,14,32,2.858147e-01,3.810862e-02,V1,uniform
tanh_sinh,14,14,32,2.209798e-02,8.499221e-04,V2,uniform
gauss,14,14,64,3.175126e-07,4.233502e-08,V1,uniform
gauss,14,14,64,7.914405e-06,3.044002e-07,V2,uniform
tanh_sinh,14,14,64,3.378810e-04,4.505080e-05,V1,uniform
tanh_sinh,14,14,64,3.806591e-03,1.464074e-04,V2,uniform
gauss,14,14,128,5.939249e-12,7.918999e-13,V1,uniform
gauss,14,14,128,3.307576e-11,1.272145e-12,V2,uniform
tanh_sinh,14,14,128,1.631673e-11,2.175563e-12,V1,uniform
tanh_sinh,14,14,128,3.849365e-10,1.480525e-11,V2,uniform
gauss,14,14,256,7.763568e-12,1.035142e-12,V1,uniform
gauss,14,14,256,4.320455e-11,1.661714e-12,V2,uniform
tanh_sinh,14,14,256,1.634248e-13,2.178998e-14,V1,uniform
tanh_sinh,14,14,256,8.419931e-13,3.238435e-14,V2,uniform
gauss,14,14,512,8.801848e-12,1.173580e-12,V1,uniform
gauss,14,14,512,4.899192e-11,1.884305e-12,V2,uniform
tanh_sinh,14,14,512,1.021405e-13,1.361874e-14,V1,uniform
tanh_sinh,14,14,512,5.435652e-13,2.090635e-14,V2,uniform
gauss,14,14,1024,9.353407e-12,1.247121e-12,V1,uniform
gauss,14,14,1024,5.204370e-11,2.001681e-12,V2,uniform
tanh_sinh,14,14,1024,1.181277e-13,1.575036e-14,V1,uniform
tanh_sinh,14,14,1024,6.608047e-13,2.541557e-14,V2,uniform
gauss,16,16,4,3.693847e+01,4.345703e+00,V1,uniform
gauss,16,16,4,1.350537e+02,3.858676e+00,V2,uniform
tanh_sinh,16,16,4,4.445060e+00,5.229482e-01,V1,uniform
tanh_sinh,16,16,4,8.585353e+00,2.452958e-01,V2,uniform
gauss,16,16,8,2.916370e+00,3.431023e-01,V1,uniform
gauss,16,16,8,2.186384e-01,6.246812e-03,V2,uniform
tanh_sinh,16,16,8,8.422647e+00,9.908997e-01,V1,uniform
tanh_sinh,16,16,8,3.497996e+01,9.994274e-01,V2,uniform
gauss,16,16,16,1.636206e+00,1.924948e-01,V1,uniform
gauss,16,16,16,5.628724e+00,1.608207e-01,V2,uniform
tanh_sinh,16,16,16,2.102657e+00,2.473714e-01,V1,uniform
tanh_sinh,16,16,16,2.295113e+01,6.557466e-01,V2,uniform
gauss,16,16,32,5.160658e-03,6.071362e-04,V1,uniform
gauss,16,16,32,1.508601e-01,4.310289e-03,V2,uniform
tanh_sinh,16,16,32,3.315302e-01,3.900355e-02,V1,uniform
tanh_sinh,16,16,32,2.974727e-02,8.499221e-04,V2,uniform
gauss,16,16,64,3.655939e-07,4.301105e-08,V1,uniform
gauss,16,16,64,1.065401e-05,3.044002e-07,V2,uniform
tanh_sinh,16,16,64,3.895430e-04,4.582859e-05,V1,uniform
tanh_sinh,16,16,64,5.124258e-03,1.464074e-04,V2,uniform
gauss,16,16,128,6.791012e-12,7.989426e-13,V1,uniform
gauss,16,16,128,4.455103e-11,1.272887e-12,V2,uniform
tanh_sinh,16,16,128,1.882405e-11,2.214595e-12,V1,uniform
tanh_sinh,16,16,128,5.181775e-10,1.480507e-11,V2,uniform
gauss,16,16,256,8.872902e-12,1.043871e-12,V1,uniform
gauss,16,16,256,5.818634e-11,1.662467e-12,V2,uniform
tanh_sinh,16,16,256,1.829648e-13,2.152527e-14,V1,uniform
tanh_sinh,16,16,256,1.158185e-12,3.309099e-14,V2,uniform
gauss,16,16,512,1.005951e-11,1.183472e-12,V1,uniform
gauss,16,16,512,6.596679e-11,1.884765e-12,V2,uniform
tanh_sinh,16,16,512,1.172396e-13,1.379289e-14,V1,uniform
tanh_sinh,16,16,512,7.887024e-13,2.253436e-14,V2,uniform
gauss,16,16,1024,1.069189e-11,1.257870e-12,V1,uniform
gauss,16,16,1024,7.013057e-11,2.003731e-12,V2,uniform
tanh_sinh,16,16,1024,1.278977e-13,1.504679e-14,V1,uniform
tanh_sinh,16,16,1024,8.455459e-13,2.415845e-14,V2,uniform
gauss,18,18,4,4.138613e+01,4.356435e+00,V1,uniform
gauss,18,18,4,1.749267e+02,3.858676e+00,V2,uniform
tanh_sinh,18,18,4,4.938413e+00,5.198329e-01,V1,uniform
tanh_sinh,18,18,4,1.112008e+01,2.452958e-01,V2,uniform
gauss,18,18,8,3.220603e+00,3.390108e-01,V1,uniform
gauss,18,18,8,2.831888e-01,6.246812e-03,V2,uniform
tanh_sinh,18,18,8,9.422004e+00,9.917899e-01,V1,uniform
tanh_sinh,18,18,8,4.530738e+01,9.994274e-01,V2,uniform
gauss,18,18,16,1.853940e+00,1.951515e-01,V1,uniform
gauss,18,18,16,7.290538e+00,1.608207e-01,V2,uniform
tanh_sinh,18,18,16,2.427073e+00,2.554813e-01,V1,uniform
tanh_sinh,18,18,16,2.972718e+01,6.557466e-01,V2,uniform
gauss,18,18,32,5.805740e-03,6.111305e-04,V1,uniform
gauss,18,18,32,1.953998e-01,4.310289e-03,V2,uniform
tanh_sinh,18,18,32,3.772457e-01,3.971008e-02,V1,uniform
tanh_sinh,18,18,32,3.852980e-02,8.499221e-04,V2,uniform
gauss,18,18,64,4.136751e-07,4.354475e-08,V1,uniform
gauss,18,18,64,1.379948e-05,3.044002e-07,V2,uniform
tanh_sinh,18,18,64,4.412050e-04,4.644264e-05,V1,uniform
tanh_sinh,18,18,64,6.637134e-03,1.464074e-04,V2,uniform
gauss,18,18,128,7.634782e-12,8.036612e-13,V1,uniform
gauss,18,18,128,5.776712e-11,1.274275e-12,V2,uniform
tanh_sinh,18,18,128,2.133227e-11,2.245502e-12,V1,uniform
tanh_sinh,18,18,128,6.710934e-10,1.480353e-11,V2,uniform
gauss,18,18,256,9.972467e-12,1.049733e-12,V1,uniform
gauss,18,18,256,7.543832e-11,1.664081e-12,V2,uniform
tanh_sinh,18,18,256,2.096101e-13,2.206422e-14,V1,uniform
tanh_sinh,18,18,256,1.556089e-12,3.432548e-14,V2,uniform
gauss,18,18,512,1.129941e-11,1.189411e-12,V1,uniform
gauss,18,18,512,8.553513e-11,1.886804e-12,V2,uniform
tanh_sinh,18,18,512,1.314504e-13,1.383688e-14,V1,uniform
tanh_sinh,18,18,512,1.051603e-12,2.319713e-14,V2,uniform
gauss,18,18,1024,1.200462e-11,1.263644e-12,V1,uniform
gauss,18,18,1024,9.089973e-11,2.005141e-12,V2,uniform
tanh_sinh,18,18,1024,1.527667e-13,1.608070e-14,V1,uniform
tanh_sinh,18,18,1024,1.143974e-12,2.523472e-14,V2,uniform
gauss,20,20,4,4.583379e+01,4.365123e+00,V1,uniform
gauss,20,20,4,2.199445e+02,3.858676e+00,V2,uniform
tanh_sinh,20,20,4,5.431766e+00,5.173111e-01,V1,uniform
tanh_sinh,20,20,4,1.398186e+01,2.452958e-01,V2,uniform
gauss,20,20,8,3.524835e+00,3.356986e-01,V1,uniform
gauss,20,20,8,3.560683e-01,6.246812e-03,V2,uniform
tanh_sinh,20,20,8,1.042136e+01,9.925106e-01,V1,uniform
tanh_sinh,20,20,8,5.696736e+01,9.994274e-01,V2,uniform
gauss,20,20,16,2.071673e+00,1.973022e-01,V1,uniform
gauss,20,20,16,9.166779e+00,1.608207e-01,V2,uniform
tanh_sinh,20,20,16,2.751488e+00,2.620465e-01,V1,uniform
tanh_sinh,20,20,16,3.737755e+01,6.557466e-01,V2,uniform
gauss,20,20,32,6.450822e-03,6.143640e-04,V1,uniform
gauss,20,20,32,2.456865e-01,4.310289e-03,V2,uniform
tanh_sinh,20,20,32,4.229613e-01,4.028203e-02,V1,uniform
tanh_sinh,20,20,32,4.844556e-02,8.499221e-04,V2,uniform
gauss,20,20,64,4.617564e-07,4.397680e-08,V1,uniform
gauss,20,20,64,1.735081e-05,3.044002e-07,V2,uniform
tanh_sinh,20,20,64,4.928671e-04,4.693972e-05,V1,uniform
tanh_sinh,20,20,64,8.345219e-03,1.464074e-04,V2,uniform
gauss,20,20,128,8.485657e-12,8.081578e-13,V1,uniform
gauss,20,20,128,7.269563e-11,1.275362e-12,V2,uniform
tanh_sinh,20,20,128,2.384404e-11,2.270861e-12,V1,uniform
tanh_sinh,20,20,128,8.437340e-10,1.480235e-11,V2,uniform
gauss,20,20,256,1.108802e-11,1.056002e-12,V1,uniform
gauss,20,20,256,9.490009e-11,1.664914e-12,V2,uniform
tanh_sinh,20,20,256,2.415845e-13,2.300805e-14,V1,uniform
tanh_sinh,20,20,256,2.060574e-12,3.615042e-14,V2,uniform
gauss,20,20,512,1.257305e-11,1.197434e-12,V1,uniform
gauss,20,20,512,1.076117e-10,1.887925e-12,V2,uniform
tanh_sinh,20,20,512,1.474376e-13,1.404168e-14,V1,uniform
tanh_sinh,20,20,512,1.413980e-12,2.480667e-14,V2,uniform
gauss,20,20,1024,1.334577e-11,1.271026e-12,V1,uniform
gauss,20,20,1024,1.142908e-10,2.005102e-12,V2,uniform
tanh_sinh,20,20,1024,1.794120e-13,1.708686e-14,V1,uniform
tanh_sinh,20,20,1024,1.598721e-12,2.804774e-14,V2,uniform
gauss,4,4,4,3.999578e+00,9.999695e-01,V1,adversarial
gauss,4,4,4,2.999309e+00,9.999695e-01,V2,adversarial
tanh_sinh,4,4,4,4.726146e+01,1.181625e+01,V1,adversarial
tanh_sinh,4,4,4,3.544313e+01,1.181674e+01,V2,adversarial
gauss,4,4,8,9.245238e+00,2.311483e+00,V1,adversarial
gauss,4,4,8,6.933008e+00,2.311465e+00,V2,adversarial
tanh_sinh,4,4,8,3.923506e+00,9.809502e-01,V1,adversarial
tanh_sinh,4,4,8,2.942255e+00,9.809478e-01,V2,adversarial
gauss,4,4,16,5.734243e-02,1.433668e-02,V1,adversarial
gauss,4,4,16,4.326867e-02,1.442577e-02,V2,adversarial
tanh_sinh,4,4,16,6.253421e+00,1.563473e+00,V1,adversarial
tanh_sinh,4,4,16,4.689773e+00,1.563570e+00,V2,adversarial
gauss,4,4,32,2.067488e-01,5.169109e-02,V1,adversarial
gauss,4,4,32,1.550495e-01,5.169350e-02,V2,adversarial
tanh_sinh,4,4,32,1.186006e+00,2.965238e-01,V1,adversarial
tanh_sinh,4,4,32,8.892808e-01,2.964862e-01,V2,adversarial
gauss,4,4,64,7.151391e-04,1.787982e-04,V1,adversarial
gauss,4,4,64,5.361278e-04,1.787450e-04,V2,adversarial
tanh_sinh,4,4,64,5.456953e-02,1.364341e-02,V1,adversarial
tanh_sinh,4,4,64,4.092414e-02,1.364411e-02,V2,adversarial
gauss,4,4,128,2.123169e-09,5.308321e-10,V1,adversarial
gauss,4,4,128,1.596312e-09,5.322104e-10,V2,adversarial
tanh_sinh,4,4,128,1.560819e-05,3.902340e-06,V1,adversarial
tanh_sinh,4,4,128,1.172560e-05,3.909315e-06,V2,adversarial
gauss,4,4,256,2.009948e-12,5.025246e-13,V1,adversarial
gauss,4,4,256,1.508127e-12,5.028095e-13,V2,adversarial
tanh_sinh,4,4,256,5.613732e-12,1.403538e-12,V1,adversarial
tanh_sinh,4,4,256,4.211742e-12,1.404195e-12,V2,adversarial
gauss,4,4,512,2.315925e-12,5.790247e-13,V1,adversarial
gauss,4,4,512,1.735945e-12,5.787640e-13,V2,adversarial
tanh_sinh,4,4,512,2.869704e-12,7.174799e-13,V1,adversarial
tanh_sinh,4,4,512,2.152944e-12,7.177917e-13,V2,adversarial
gauss,4,4,1024,2.477574e-12,6.194399e-13,V1,adversarial
gauss,4,4,1024,1.857181e-12,6.191842e-13,V2,adversarial
tanh_sinh,4,4,1024,3.896883e-12,9.742938e-13,V1,adversarial
tanh_sinh,4,4,1024,2.922995e-12,9.745266e-13,V2,adversarial
gauss,6,6,4,5.999317e+00,9.999695e-01,V1,adversarial
gauss,6,6,4,9.997696e+00,9.999695e-01,V2,adversarial
tanh_sinh,6,6,4,7.089179e+01,1.181628e+01,V1,adversarial
tanh_sinh,6,6,4,1.181438e+02,1.181674e+01,V2,adversarial
gauss,6,6,8,1.386773e+01,2.311482e+00,V1,adversarial
gauss,6,6,8,2.311003e+01,2.311465e+00,V2,adversarial
tanh_sinh,6,6,8,5.885210e+00,9.809500e-01,V1,adversarial
tanh_sinh,6,6,8,9.807516e+00,9.809478e-01,V2,adversarial
gauss,6,6,16,8.604857e-02,1.434262e-02,V1,adversarial
gauss,6,6,16,1.442289e-01,1.442577e-02,V2,adversarial
tanh_sinh,6,6,16,9.380093e+00,1.563479e+00,V1,adversarial
tanh_sinh,6,6,16,1.563258e+01,1.563570e+00,V2,adversarial
gauss,6,6,32,3.101217e-01,5.169125e-02,V1,adversarial
gauss,6,6,32,5.168317e-01,5.169350e-02,V2,adversarial
tanh_sinh,6,6,32,1.778980e+00,2.965213e-01,V1,adversarial
tanh_sinh,6,6,32,2.964269e+00,2.964862e-01,V2,adversarial
gauss,6,6,64,1.072678e-03,1.787946e-04,V1,adversarial
gauss,6,6,64,1.787093e-03,1.787450e-04,V2,adversarial
tanh_sinh,6,6,64,8.185390e-02,1.364345e-02,V1,adversarial
tanh_sinh,6,6,64,1.364138e-01,1.364411e-02,V2,adversarial
gauss,6,6,128,3.185277e-09,5.309237e-10,V1,adversarial
gauss,6,6,128,5.321029e-09,5.322093e-10,V2,adversarial
tanh_sinh,6,6,128,2.341488e-05,3.902805e-06,V1,adversarial
tanh_sinh,6,6,128,3.908533e-05,3.909315e-06,V2,adversarial
gauss,6,6,256,3.017142e-12,5.028989e-13,V1,adversarial
gauss,6,6,256,5.023537e-12,5.024542e-13,V2,adversarial
tanh_sinh,6,6,256,8.420820e-12,1.403587e-12,V1,adversarial
tanh_sinh,6,6,256,1.403500e-11,1.403780e-12,V2,adversarial
gauss,6,6,512,3.471889e-12,5.786965e-13,V1,adversarial
gauss,6,6,512,5.782042e-12,5.783198e-13,V2,adversarial
tanh_sinh,6,6,512,4.307665e-12,7.180041e-13,V1,adversarial
tanh_sinh,6,6,512,7.171153e-12,7.172587e-13,V2,adversarial
gauss,6,6,1024,3.709921e-12,6.183717e-13,V1,adversarial
gauss,6,6,1024,6.194156e-12,6.195395e-13,V2,adversarial
tanh_sinh,6,6,1024,5.844214e-12,9.741168e-13,V1,adversarial
