n,k,B,qb,L,total_ms,per_qp_ns,levels...
2048,1024,16,256,8,0.510,1991.6,2:64:32:1:64:0:0:0:1:16:16,2:32:64:1:128:0:0:0:1:47:47,2:16:128:1:256:0:0:0:1:110:110,2:8:256:1:512:0:0:0:1:237:237,2:4:512:1:1024:0:0:0:1:492:492,2:2:1024:1:2048:0:0:0:0:1003:1003,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,16,256,8,0.564,2202.3,2:64:32:1:64:0:0:0:1:16:16,2:32:64:1:128:0:0:0:1:47:47,2:16:128:1:256:0:0:0:1:110:110,2:8:256:1:512:0:0:0:1:237:237,2:4:512:1:1024:0:0:0:1:492:492,2:2:1024:1:2048:0:0:0:1:1003:1003,3:1:2048:1:4096:0:0:0:0:2026:2026
2048,204,32,256,7,0.368,1436.6,2:32:64:1:128:0:0:0:1:32:32,2:16:128:1:256:0:0:81:0:95:95,2:8:210:1:512:0:0:0:0:210:210,2:4:210:1:512:0:0:0:0:210:210,2:2:210:1:512:0:0:0:0:210:210,2:1:210:1:512:0:0:0:0:210:210
2048,512,32,256,7,0.428,1672.5,2:32:64:1:128:0:0:0:1:32:32,2:16:128:1:256:0:0:0:1:95:95,2:8:256:1:512:0:0:0:1:222:222,2:4:512:1:1024:0:0:0:0:477:477,2:2:512:1:1024:0:0:0:0:512:512,2:1:512:1:1024:0:0:0:0:512:512
2048,1024,32,256,7,0.474,1851.6,2:32:64:1:128:0:0:0:1:32:32,2:16:128:1:256:0:0:0:1:95:95,2:8:256:1:512:0:0:0:1:222:222,2:4:512:1:1024:0:0:0:1:477:477,2:2:1024:1:2048:0:0:0:0:988:988,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,32,256,7,0.522,2039.7,2:32:64:1:128:0:0:0:1:32:32,2:16:128:1:256:0:0:0:1:95:95,2:8:256:1:512:0:0:0:1:222:222,2:4:512:1:1024:0:0:0:1:477:477,2:2:1024:1:2048:0:0:0:1:988:988,3:1:2048:1:4096:0:0:0:0:2011:2011
2048,204,64,256,6,0.342,1334.9,2:16:128:1:256:0:0:62:0:64:64,2:8:210:1:512:0:0:0:0:191:191,2:4:210:1:512:0:0:0:0:210:210,2:2:210:1:512:0:0:0:0:210:210,2:1:210:1:512:0:0:0:0:210:210
2048,512,64,256,6,0.397,1551.4,2:16:128:1:256:0:0:0:1:64:64,2:8:256:1:512:0:0:0:1:191:191,2:4:512:1:1024:0:0:0:0:446:446,2:2:512:1:1024:0:0:0:0:512:512,2:1:512:1:1024:0:0:0:0:512:512
2048,1024,64,256,6,0.445,1736.4,2:16:128:1:256:0:0:0:1:64:64,2:8:256:1:512:0:0:0:1:191:191,2:4:512:1:1024:0:0:0:1:446:446,2:2:1024:1:2048:0:0:0:0:957:957,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,64,256,6,0.499,1950.1,2:16:128:1:256:0:0:0:1:64:64,2:8:256:1:512:0:0:0:1:191:191,2:4:512:1:1024:0:0:0:1:446:446,2:2:1024:1:2048:0:0:0:1:957:957,3:1:2048:1:4096:0:0:0:0:1980:1980
2048,204,128,256,5,0.352,1374.7,2:8:210:1:512:0:0:0:0:128:128,2:4:210:1:512:0:0:0:0:210:210,2:2:210:1:512:0:0:0:0:210:210,2:1:210:1:512:0:0:0:0:210:210
2048,512,128,256,5,0.414,1618.8,2:8:256:1:512:0:0:0:1:128:128,2:4:512:1:1024:0:0:0:0:383:383,2:2:512:1:1024:0:0:0:0:512:512,2:1:512:1:1024:0:0:0:0:512:512
2048,1024,128,256,5,0.466,1819.9,2:8:256:1:512:0:0:0:1:128:128,2:4:512:1:1024:0:0:0:1:383:383,2:2:1024:1:2048:0:0:0:0:894:894,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,128,256,5,0.520,2033.0,2:8:256:1:512:0:0:0:1:128:128,2:4:512:1:1024:0:0:0:1:383:383,2:2:1024:1:2048:0:0:0:1:894:894,3:1:2048:1:4096:0:0:0:0:1917:1917
2048,512,256,256,4,0.503,1963.8,2:4:512:1:1024:0:0:0:0:256:256,2:2:512:1:1024:0:0:0:0:512:512,2:1:512:1:1024:0:0:0:0:512:512
2048,1024,256,256,4,0.549,2144.7,2:4:512:1:1024:0:0:0:1:256:256,2:2:1024:1:2048:0:0:0:0:767:767,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,256,256,4,0.610,2382.0,2:4:512:1:1024:0:0:0:1:256:256,2:2:1024:1:2048:0:0:0:1:767:767,3:1:2048:1:4096:0:0:0:0:1790:1790
2048,512,512,256,3,0.627,2450.3,2:2:512:1:1024:0:0:0:0:512:512,2:1:512:1:1024:0:0:0:0:512:512
2048,1024,512,256,3,0.680,2656.2,2:2:1024:1:2048:0:0:0:0:512:512,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,512,256,3,0.755,2950.7,2:2:1024:1:2048:0:0:0:1:512:512,3:1:2048:1:4096:0:0:0:0:1535:1535
2048,1024,1024,256,2,1.124,4390.6,2:1:1024:1:2048:0:0:0:0:1024:1024
2048,2048,1024,256,2,1.211,4731.2,3:1:2048:1:4096:0:0:0:0:1024:1024
4096,409,8,256,10,0.869,3393.3,1:256:16:0:25:0:0:0:1:8:8,2:128:32:1:64:0:0:0:1:23:23,2:64:64:1:128:0:0:0:1:54:54,2:32:128:1:256:0:0:0:1:117:117,2:16:256:1:512:0:0:163:0:244:244,2:8:420:1:1024:0:0:0:0:420:420,2:4:420:1:1024:0:0:0:0:420:420,2:2:420:1:1024:0:0:0:0:420:420,2:1:420:1:1024:0:0:0:0:420:420
4096,1024,8,256,10,0.994,3884.6,1:256:16:0:25:0:0:0:1:8:8,2:128:32:1:64:0:0:0:1:23:23,2:64:64:1:128:0:0:0:1:54:54,2:32:128:1:256:0:0:0:1:117:117,2:16:256:1:512:0:0:0:1:244:244,2:8:512:1:1024:0:0:0:1:499:499,2:4:1024:1:2048:0:0:0:0:1010:1010,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,8,256,10,1.091,4260.6,1:256:16:0:25:0:0:0:1:8:8,2:128:32:1:64:0:0:0:1:23:23,2:64:64:1:128:0:0:0:1:54:54,2:32:128:1:256:0:0:0:1:117:117,2:16:256:1:512:0:0:0:1:244:244,2:8:512:1:1024:0:0:0:1:499:499,2:4:1024:1:2048:0:0:0:1:1010:1010,3:2:2048:1:4096:0:1:0:0:2033:2033,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,8,256,10,1.134,4428.7,1:256:16:0:25:0:0:0:1:8:8,2:128:32:1:64:0:0:0:1:23:23,2:64:64:1:128:0:0:0:1:54:54,2:32:128:1:256:0:0:0:1:117:117,2:16:256:1:512:0:0:0:1:244:244,2:8:512:1:1024:0:0:0:1:499:499,2:4:1024:1:2048:0:0:0:1:1010:1010,3:2:2048:1:4096:0:1:0:1:2033:2033,3:1:4096:1:8192:0:0:0:0:4080:4080
4096,409,16,256,9,0.793,3096.0,2:128:32:1:64:0:0:0:1:16:16,2:64:64:1:128:0:0:0:1:47:47,2:32:128:1:256:0:0:0:1:110:110,2:16:256:1:512:0:0:163:0:237:237,2:8:420:1:1024:0:0:0:0:420:420,2:4:420:1:1024:0:0:0:0:420:420,2:2:420:1:1024:0:0:0:0:420:420,2:1:420:1:1024:0:0:0:0:420:420
4096,1024,16,256,9,0.914,3572.2,2:128:32:1:64:0:0:0:1:16:16,2:64:64:1:128:0:0:0:1:47:47,2:32:128:1:256:0:0:0:1:110:110,2:16:256:1:512:0:0:0:1:237:237,2:8:512:1:1024:0:0:0:1:492:492,2:4:1024:1:2048:0:0:0:0:1003:1003,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,16,256,9,1.013,3958.3,2:128:32:1:64:0:0:0:1:16:16,2:64:64:1:128:0:0:0:1:47:47,2:32:128:1:256:0:0:0:1:110:110,2:16:256:1:512:0:0:0:1:237:237,2:8:512:1:1024:0:0:0:1:492:492,2:4:1024:1:2048:0:0:0:1:1003:1003,3:2:2048:1:4096:0:1:0:0:2026:2026,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,16,256,9,1.054,4116.4,2:128:32:1:64:0:0:0:1:16:16,2:64:64:1:128:0:0:0:1:47:47,2:32:128:1:256:0:0:0:1:110:110,2:16:256:1:512:0:0:0:1:237:237,2:8:512:1:1024:0:0:0:1:492:492,2:4:1024:1:2048:0:0:0:1:1003:1003,3:2:2048:1:4096:0:1:0:1:2026:2026,3:1:4096:1:8192:0:0:0:0:4073:4073
4096,409,32,256,8,0.723,2825.0,2:64:64:1:128:0:0:0:1:32:32,2:32:128:1:256:0:0:0:1:95:95,2:16:256:1:512:0:0:163:0:222:222,2:8:420:1:1024:0:0:0:0:420:420,2:4:420:1:1024:0:0:0:0:420:420,2:2:420:1:1024:0:0:0:0:420:420,2:1:420:1:1024:0:0:0:0:420:420
4096,1024,32,256,8,0.852,3327.6,2:64:64:1:128:0:0:0:1:32:32,2:32:128:1:256:0:0:0:1:95:95,2:16:256:1:512:0:0:0:1:222:222,2:8:512:1:1024:0:0:0:1:477:477,2:4:1024:1:2048:0:0:0:0:988:988,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,32,256,8,0.951,3714.5,2:64:64:1:128:0:0:0:1:32:32,2:32:128:1:256:0:0:0:1:95:95,2:16:256:1:512:0:0:0:1:222:222,2:8:512:1:1024:0:0:0:1:477:477,2:4:1024:1:2048:0:0:0:1:988:988,3:2:2048:1:4096:0:1:0:0:2011:2011,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,32,256,8,0.991,3872.1,2:64:64:1:128:0:0:0:1:32:32,2:32:128:1:256:0:0:0:1:95:95,2:16:256:1:512:0:0:0:1:222:222,2:8:512:1:1024:0:0:0:1:477:477,2:4:1024:1:2048:0:0:0:1:988:988,3:2:2048:1:4096:0:1:0:1:2011:2011,3:1:4096:1:8192:0:0:0:0:4058:4058
4096,409,64,256,7,0.681,2660.7,2:32:128:1:256:0:0:0:1:64:64,2:16:256:1:512:0:0:163:0:191:191,2:8:420:1:1024:0:0:0:0:420:420,2:4:420:1:1024:0:0:0:0:420:420,2:2:420:1:1024:0:0:0:0:420:420,2:1:420:1:1024:0:0:0:0:420:420
4096,1024,64,256,7,0.803,3138.4,2:32:128:1:256:0:0:0:1:64:64,2:16:256:1:512:0:0:0:1:191:191,2:8:512:1:1024:0:0:0:1:446:446,2:4:1024:1:2048:0:0:0:0:957:957,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,64,256,7,0.900,3516.6,2:32:128:1:256:0:0:0:1:64:64,2:16:256:1:512:0:0:0:1:191:191,2:8:512:1:1024:0:0:0:1:446:446,2:4:1024:1:2048:0:0:0:1:957:957,3:2:2048:1:4096:0:1:0:0:1980:1980,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,64,256,7,0.945,3692.6,2:32:128:1:256:0:0:0:1:64:64,2:16:256:1:512:0:0:0:1:191:191,2:8:512:1:1024:0:0:0:1:446:446,2:4:1024:1:2048:0:0:0:1:957:957,3:2:2048:1:4096:0:1:0:1:1980:1980,3:1:4096:1:8192:0:0:0:0:4027:4027
4096,409,128,256,6,0.713,2786.1,2:16:256:1:512:0:0:126:0:128:128,2:8:420:1:1024:0:0:0:0:383:383,2:4:420:1:1024:0:0:0:0:420:420,2:2:420:1:1024:0:0:0:0:420:420,2:1:420:1:1024:0:0:0:0:420:420
4096,1024,128,256,6,0.838,3275.1,2:16:256:1:512:0:0:0:1:128:128,2:8:512:1:1024:0:0:0:1:383:383,2:4:1024:1:2048:0:0:0:0:894:894,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,128,256,6,0.942,3680.9,2:16:256:1:512:0:0:0:1:128:128,2:8:512:1:1024:0:0:0:1:383:383,2:4:1024:1:2048:0:0:0:1:894:894,3:2:2048:1:4096:0:1:0:0:1917:1917,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,128,256,6,0.985,3847.7,2:16:256:1:512:0:0:0:1:128:128,2:8:512:1:1024:0:0:0:1:383:383,2:4:1024:1:2048:0:0:0:1:894:894,3:2:2048:1:4096:0:1:0:1:1917:1917,3:1:4096:1:8192:0:0:0:0:3964:3964
4096,409,256,256,5,0.871,3401.9,2:8:420:1:1024:0:0:0:0:256:256,2:4:420:1:1024:0:0:0:0:420:420,2:2:420:1:1024:0:0:0:0:420:420,2:1:420:1:1024:0:0:0:0:420:420
4096,1024,256,256,5,1.014,3959.7,2:8:512:1:1024:0:0:0:1:256:256,2:4:1024:1:2048:0:0:0:0:767:767,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,256,256,5,1.123,4385.0,2:8:512:1:1024:0:0:0:1:256:256,2:4:1024:1:2048:0:0:0:1:767:767,3:2:2048:1:4096:0:1:0:0:1790:1790,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,256,256,5,1.171,4572.5,2:8:512:1:1024:0:0:0:1:256:256,2:4:1024:1:2048:0:0:0:1:767:767,3:2:2048:1:4096:0:1:0:1:1790:1790,3:1:4096:1:8192:0:0:0:0:3837:3837
4096,1024,512,256,4,1.238,4834.6,2:4:1024:1:2048:0:0:0:0:512:512,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,512,256,4,1.390,5429.6,2:4:1024:1:2048:0:0:0:1:512:512,3:2:2048:1:4096:0:1:0:0:1535:1535,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,512,256,4,1.432,5595.3,2:4:1024:1:2048:0:0:0:1:512:512,3:2:2048:1:4096:0:1:0:1:1535:1535,3:1:4096:1:8192:0:0:0:0:3582:3582
4096,1024,1024,256,3,1.764,6890.9,2:2:1024:1:2048:0:0:0:0:1024:1024,2:1:1024:1:2048:0:0:0:0:1024:1024
4096,2048,1024,256,3,1.966,7677.8,3:2:2048:1:4096:0:1:0:0:1024:1024,3:1:2048:1:4096:0:0:0:0:2048:2048
4096,4096,1024,256,3,2.006,7835.2,3:2:2048:1:4096:0:1:0:1:1024:1024,3:1:4096:1:8192:0:0:0:0:3071:3071
8192,819,8,256,11,1.957,7644.0,1:512:16:0:25:0:0:0:1:8:8,2:256:32:1:64:0:0:0:1:23:23,2:128:64:1:128:0:0:0:1:54:54,2:64:128:1:256:0:0:0:1:117:117,2:32:256:1:512:0:0:0:1:244:244,3:16:512:1:1296:0:1:55:0:499:499,2:8:840:1:2048:0:0:0:0:840:840,2:4:840:1:2048:0:0:0:0:840:840,2:2:840:1:2048:0:0:0:0:840:840,2:1:840:1:2048:0:0:0:0:840:840
8192,2048,8,256,11,2.036,7953.4,1:512:16:0:25:0:0:0:1:8:8,2:256:32:1:64:0:0:0:1:23:23,2:128:64:1:128:0:0:0:1:54:54,2:64:128:1:256:0:0:0:1:117:117,2:32:256:1:512:0:0:0:1:244:244,2:16:512:1:1024:0:0:0:1:499:499,2:8:1024:1:2048:0:0:0:1:1010:1010,3:4:2048:1:4096:0:1:0:0:2033:2033,3:2:2048:1:4096:0:1:0:0:2048:2048,3:1:2048:1:4096:0:0:0:0:2048:2048
